Close,SMA_10,RSI,MACD
0.03852640548638192,0.016702535379354178,0.5397402985474997,0.7020594739241707
0.03247887582834247,0.018448511260000244,0.45247127794603226,0.6834728967456102
0.03727720842661919,0.020049680168584993,0.5172383238687549,0.6810519180334683
0.036239954284188025,0.021654997999861814,0.5021726414172645,0.6729331659776453
0.03693898056062317,0.022854954262222726,0.5120295823510812,0.6661433120018546
0.041998856223897874,0.024708841539185067,0.5801506705701767,0.6721079330322097
0.043171423532770814,0.025789818858401148,0.5950677072197412,0.6750699220499919
0.0433878805589909,0.02667894931679693,0.5979466315405102,0.673205906869059
0.0452729063707481,0.0274269601089161,0.6236484163580581,0.6727061485191304
0.05236666333888762,0.028788780651014312,0.7083688830921678,0.6869241390051715
0.05227649126133205,0.030194877009901422,0.7064409079298587,0.6900162459317084
0.05315586169287834,0.032309324513192794,0.7165996943566091,0.6883413381427362
0.05548288482496144,0.034171053648106464,0.7433391048663659,0.6874276823130027
0.05757088038638136,0.03635237367875144,0.7664539529671623,0.6861553390460898
0.05745813776438269,0.03845068147870723,0.7634484758662812,0.678555473687661
0.05769265122615719,0.040055543322551124,0.7662959152859434,0.6681051021407978
0.061728815073666565,0.04195323916992055,0.812942398714438,0.6664695088494345
0.06477286586763087,0.04414008734450536,0.8438842688017845,0.6675783901442057
0.06460149488018851,0.046116646499871794,0.8385403975159695,0.6614867756686067
0.061927270714440596,0.04709432296237104,0.7560508796955334,0.6442737123131382
0.06459252171251972,0.04835377151104181,0.7890987575303265,0.6352460148253345
0.06836262838614249,0.04990882939415686,0.8307658384042285,0.6346801834044257
0.0654538357085116,0.05092846795943362,0.7460140700168205,0.6213229802152204
0.06455640884141078,0.05164281449415953,0.7207631428172997,0.6059823868512935
0.06494423685507322,0.05240834984033638,0.7263162719837944,0.5936140491628733
0.06793417339248253,0.05345565727268475,0.7677955860933008,0.5907465588551948
0.06795674393692563,0.0540925309796102,0.7681023764076389,0.5859656339168838
0.06622503267705626,0.054241030886930774,0.7112704830994775,0.5754985827495395
0.07013491157590102,0.05480688314381055,0.7692160346414909,0.5772412403926568
0.07434696051974132,0.05607693199292807,0.8210167011240774,0.587371786607843
0.07524890149573071,0.057166663144961216,0.8312007481701102,0.5932936313378787
0.07209662218865631,0.05754850476949769,0.7308199011773734,0.5853125514563352
0.07389599003174663,0.058411807198977095,0.7559322636905539,0.5823783442717249
0.07747221022359241,0.05973258887211241,0.8014111608346322,0.5875515594757098
0.07842375134724822,0.06111101636392813,0.8127357201076406,0.5904475939003425
0.0787935779754646,0.06222150901784529,0.8172818967227611,0.5901779864307477
0.08481402298017227,0.06394534980483413,0.8822749154832847,0.6031541935414624
0.08527402168594422,0.06589331685931421,0.8866266438743102,0.6087147139861764
0.07646204073449292,0.0665403348792536,0.6331795636581024,0.5842794546622908
0.07889277827079744,0.06700519436395358,0.6681975835924495,0.5726294053231122
0.0832446544899681,0.06782284738487077,0.724618807376532,0.5748051188607766
0.08268991454764352,0.06890612715914934,0.710581361945221,0.572322101623049
0.08392111022196014,0.06993130512731494,0.7267733557761258,0.5718869782427128
0.08780395951758158,0.07098783926833674,0.7744353579567558,0.5799308605104716
0.08544539267338658,0.0717058787383218,0.7107639663295481,0.5760469753718014
0.07266484940753837,0.07107914934441006,0.4563593324770422,0.5368084938337576
0.07611478465071964,0.07018955726910692,0.5095701705622816,0.5213271416367216
0.08306876939363717,0.06996404615089336,0.6021152388307373,0.5311336840705789
0.0740087326537453,0.06971316862067078,0.46800120696884684,0.5132207674440098
0.08103037397988366,0.06993176111474775,0.5531655095002306,0.5223852246335725
0.06810554437992478,0.06838362185576918,0.4038509516625456,0.4944039306214444
0.06461955131574304,0.0665357299691286,0.37053873793645065,0.47025402599967253
0.04760895772060847,0.06282241601231509,0.2403341199112993,0.41356618770101367
0.03982068858492238,0.05791560280036967,0.19478798682320494,0.3647032240777115
0.0618505859134425,0.0555027762611896,0.4197864837711397,0.4041893265497382
0.06007378861479529,0.0542152028580144,0.40718344799915873,0.4332066810014902
0.06723520216615575,0.05330716862431317,0.4675642501623123,0.47857793297226975
0.06081784587989991,0.05103176881615046,0.4189121893706763,0.49545069579651363
0.05100477870723463,0.0486793634265692,0.35198601266664475,0.48462038166047755
0.05157295087600822,0.045667020373115985,0.3573026504199168,0.48520378459562025
0.044294335643868976,0.04323206436975302,0.3096634116548166,0.47197790823560154
0.04170125533789937,0.04088841844246349,0.2933612395382772,0.46367344041180025
0.022102040495575404,0.03828005773667842,0.1898836214673413,0.41331271881420417
0.029362654342268646,0.03721060958119826,0.26241546775877844,0.4120288711629479
0.023031066124896526,0.03324088995022245,0.23072669418609862,0.40531786625212546
0.02320243711233888,0.02947039179163613,0.23250625088292085,0.41349203228607145
0.02046050131326166,0.024687168062435205,0.21803943451177957,0.42309846880701385
0.036294123590851435,0.022179349770871437,0.37501316533774465,0.48354007370005575
0.030138365419701885,0.020045531245892922,0.33640330273858077,0.513619870269777
0.021705184264135702,0.01699122608966208,0.287610759177917,0.5171097473156758
0.03418355748498847,0.01595728865920487,0.3957503614565566,0.560275015457209
0.03619035413652161,0.015393738857387651,0.41189856121537716,0.5978653831761536
0.01907604613716557,0.015084297904144617,0.31016864290923707,0.5784071263320094
0.012577545991131367,0.013367837358199741,0.27723755738903344,0.5528402718131533
0.017777248929736478,0.012830577202206317,0.3224274043754036,0.5563895688188922
0.01493159872643779,0.011984793697310092,0.3066348100913955,0.556372091672766
0.028979340437494783,0.012855937984740828,0.42233100494144615,0.5997222659092785
0.031125964364358327,0.012327437291039023,0.4385263277309054,0.6358582713428884
0.03023756571503472,0.012337581604052794,0.4322550162681724,0.657274351834466
0.04178239919767768,0.014390695982879342,0.5196374970003952,0.7016897881781246
0.04150279969712534,0.015139168391905933,0.5173752748791848,0.7260430900451077
0.04214771171700549,0.015748373231759816,0.522348010362429,0.7387102496380089
0.04281062512233169,0.018175493006646004,0.5277676397229483,0.7430810492024894
0.04086691589502245,0.021068389870572468,0.508709659016807,0.7346293541452613
0.03279910230889238,0.02260453834890752,0.43400145001401635,0.701726921418887
0.03132442000513236,0.024280883259704567,0.4210307049380111,0.6727265648776811
0.023049067510342636,0.023674448121295044,0.3522347727610674,0.6291524356460426
0.024433577736547085,0.022990078538177583,0.36777764897865173,0.6046635228571726
0.023445923741782337,0.022295559012572075,0.3593120395683529,0.5869747895637397
0.008415097194957533,0.018883388163617232,0.2481350900934383,0.5366061474129867
0.0036663647443471725,0.015014199687913732,0.2192342142668561,0.4962187329800805
0.0021601387284752027,0.010925033867411005,0.21013958156668025,0.47314249430700295
0.0,0.00654718015133765,0.1967884001842186,0.4606124482720019
0.0024713369912479077,0.002620813103335895,0.23221855120586296,0.4681130379745514
0.01699707879352297,0.0010048837126633292,0.40863041855118687,0.5205332899936899
0.021497755455692824,0.0,0.4538663498638448,0.5714748185158401
0.02497472030209741,0.00019691901732715733,0.48769116561482595,0.6160841994601436
0.0253310046036479,0.00028869071030790394,0.4912342207027185,0.6458964444797433
0.03281258958544986,0.0012465345342124734,0.5627852398416464,0.6839357751505974
0.032735959834560124,0.0037336082123156644,0.5618853763947121,0.7045300195387394
0.033326702547776865,0.006766701508703898,0.5677134543254648,0.714631303486423
0.01907604613716557,0.008496537686014494,0.41184371963799116,0.6773139785481304
0.021948725943687575,0.010741034494016588,0.44332666758222883,0.658178400668205
0.02746408620384555,0.013296815908154014,0.50096239827982,0.6583936573889012
0.021200099519585958,0.013726620655264143,0.43749691743123087,0.638797231870197
0.03205950410256808,0.014806674740665327,0.5418692174740637,0.6538450172334654
0.036113724385631873,0.015945759495468947,0.5760990870772208,0.6713093932427561
0.04168319890234484,0.01761794985409937,0.6205850693123807,0.6932553194136264
0.04115554361335205,0.01847110797056495,0.6143062618070563,0.7001698749851719
0.037678578766947524,0.01897654470732013,0.5722678506153964,0.6890811664799137
0.0356041255321935,0.019209436066577545,0.5473871345115824,0.670827590043013
0.035635669244305446,0.020902838285050462,0.5477113495187893,0.654516168340865
0.04657621768706588,0.023421268136009865,0.6495465736205668,0.6695224266869453
0.044140966041872676,0.025126661135126183,0.6171622831641596,0.6671129736242577
0.04719855916250293,0.027785287418547577,0.644180976110779,0.6685291491552713
